Paper_Id,Reference_Summary,Generated_Summary,ROUGE-1,ROUGE-2,ROUGE-L,BLEU
97,"The study investigated risk and protective factors associated with pediatric dry eye disease (DED) in relation to smartphone use rate according to region and age. The prevalence of DED was higher in the urban group and in older children, and smartphone use was found to be strongly associated with pediatric DED. The mean daily duration of smartphone use was longer in the DED group than controls, and outdoor activity appeared to be protective against pediatric DED. Older-grade students in urban environments had DED risk factors (long duration of smartphone use), and a short duration of outdoor activity time. The study recommends close observation and caution during VDT use, especially smartphones, for older children in urban areas. DED in children must be detected early and should be treated with appropriate medical and environmental interventions and education.","In 2014, the overall rate of smartphone use in Korea was 83 and 89.8 % in children and adolescents . We investigated risk and protective factors associated with pediatric dry eye disease (DED) in relation to smartphone use rate according to region and age . Methods: We enrolled 916 children and performed an ocular exam that included slit lamp exam and tear break-up time . In total, 9.1 % of children in the older-grade group were diagnosed with DED compared to 4 %",0.45161290322580644,0.2697674418604651,0.29493087557603687,0.1798407182627818
98,"The study aimed to explore patients' perceptions of sensitive health information and how such perceptions affect data sharing preferences. After conducting a systematic literature review, the researchers designed a mixed-method approach that used an individual's electronic health records (EHRs) to assess content sensitivity and preferences for granular data sharing for care and research. The study involved 25 patients with behavioral health conditions who were asked permission to access their EHRs, including those available through the state's health information exchange. The results showed that participants considered mental health, sexual and reproductive health, and alcohol use and alcoholism sensitive information, while they were willing to share information related to other addictions, genetic data, and general physical health information. The study concluded that patient views on EHR sensitivity and data sharing preferences are diverse, and there is a need for more patient-centered electronic consent mechanisms to accommodate patient needs. The proposed methodology provides new information about patient attitudes towards sensitive data and sharing preferences that can inform policy formation and guide the ongoing development of an electronic, patient-driven, informed consent platform for granular data sharing with personalized on-demand education.","Methods: A systematic literature review of methodologies employed to assess data sharing willingness and perceptions on data sensitivity was conducted . Twenty-five patients with behavioral health conditions, English and Spanish-speaking, were recruited . On average, participants recognized 82.7% of the 30 items from their own EHRs . Participants considered mental health (76.0%), sexual and reproductive health (75.0%) and alcohol use and alcoholism (50.0%) sensitive information .",0.3384615384615385,0.15503875968992245,0.24615384615384617,0.04883296981904997
99,The study investigates the early debates about the dietary causes of coronary heart disease (CHD) and the role of the sugar industry in shaping these debates. The authors examine internal documents and historical reports of the Sugar Research Foundation (SRF) and assemble their findings chronologically into a narrative case study. The study suggests that the sugar industry sponsored a research program in the 1960s and 1970s that successfully downplayed evidence that sucrose consumption was a risk factor for CHD while promoting fat as the dietary culprit. The authors recommend that policymaking committees should consider giving less weight to food industry-funded studies and include mechanistic and animal studies as well as studies appraising the effect of added sugars on multiple CHD biomarkers and disease development.,"Sugar Industry and Coronary Heart Disease Research : A Historical Analysis of Internal Industry Documentscoronary heart disease, sugar, research, industry sponsorship, risk factors, policy making, health consequences, biomarkers . The SRF sponsored its first CHD research project in 1965, a literature review published in the New England Journal of Medicine, which singled out fat and cholesterol as the dietary causes of CHD . As of 2016, sugar control policies are being promulgated in international,61 federal, state, and local venues .",0.39603960396039606,0.09999999999999999,0.19801980198019803,0.04434375515758637
100,"The article discusses the problem of the lack of proper indication of uncertainty in most prognostic models, which hampers their translation to primary care settings. The authors studied different methods for transforming classifiers into probabilistic/confidence-based predictors, where predictions are complemented with probability estimates/confidence regions reflecting their uncertainty. The analysis was performed with a Portuguese cohort of around 400 patients and validated in the publicly available ADNI cohort. The proposed approach can be applied to other diseases and prognostic problems. The main contributions of this work are an outright comparison between different methods to target uncertainty of predictions at patient-level, an ensemble-based approach combining different classifiers and methods to target uncertainty of predictions, and a new conformity measure for SVM.","A case study in ADPrognostic prediction , Mild cognitive impairment , Alzheimer’s disease , Uncertainty at patient-level , Venn-ABERS , Conformal prediction . To address this problem, we studied different methods for transforming classifiers into probabilistic/confidence-based predictors . We evaluated whether these methods produce valid predictions, where uncertainty estimates reflect the ground truth probabilities . Finally, we proposed an ensemble-based approach where predictions from multiple pairs of (classifier, uncertainty",0.4293193717277487,0.16931216931216933,0.2513089005235602,0.08849946901392203
101,"This scoping review provides a comprehensive summary of 91 studies that investigated the use of neural networks, specifically deep learning algorithms, for early diagnosis of Parkinson’s disease (PD) based on various data collected from different public and private sources, including medical image, biomedical voice, and sensor signal, for both PD and healthy control samples. The review identified the most commonly used data types and highlighted the best performance models based on the detection of specific symptoms of PD. Additionally, all technical experiment methods were reported, including submodel, dataset volume, training, testing, evaluation metrics, and validation type. The review concluded that neural networks play an integral and substantial role in combating PD, and suggested particular recommendations for healthcare professionals. The future work could be a meta-analysis to examine each study and provide a comprehensive comparison between them in terms of quality.","The Role of Neural Network for the Detection of Parkinson’s Disease (PD) is a chronic neurodegenerative disorder that has been ranked second after Alzheimer’s disease worldwide . There is no medical test(s) available to diagnose PD conclusively. Therefore, computer-aided diagnosis systems offered a better solution to make the necessary data-driven decisions and assist the physician . Results: Out of 1061 studies, 91 studies satisfied the eligibility criteria in this review .",0.30697674418604654,0.08450704225352113,0.1767441860465116,0.05205391507780102
102,"This paper provides a comprehensive survey of automatic text summarization (ATS), which is the method of reducing source text into a compact variant while preserving its knowledge and actual meaning. The paper outlines the different architectures of ATS, including extractive and abstractive text summarization technologies, and provides a deep taxonomy of the ATS domain. The taxonomy presents classical algorithms and modern deep learning ATS architectures, and reviews the significance and limitations of each approach. The paper also presents the past, present, and future research directions in the ATS domain, and highlights the challenges that need to be addressed in order to improve the quality of summaries. Overall, the paper emphasizes the importance of ATS as an eminent domain of research that is widely implemented and integrated into diverse applications to summarize and reduce text volume.","Text summarization is the method to reduce the source text into a compact variant, preserving its knowledge and the actual meaning . The taxonomy presents the classical ATS algorithms to modern deep learning ATS architectures . This paper presents the past, present, and future research directions in the ATS domain . It also presents the current limitations and challenges of ATS methods and algorithms, which would encourage researchers to try to solve these limitations and overcome new challenges .",0.5714285714285714,0.3173076923076923,0.4571428571428572,0.18915586219932246
103,"This article presents a qualitative review and meta-analysis of 42 English articles to assess the strength of evidence for an association between smoking and passive exposure to tobacco smoke and various manifestations and outcomes of tuberculosis (TB). The evidence was rated as strong for an association between smoking and TB disease, moderate for the association between second-hand smoke exposure and TB disease and between smoking and retreatment TB disease, and limited for the association between smoking and tuberculous infection and between smoking and TB mortality. The study concludes that smoking can have an important impact on many aspects of TB, and clinicians can confidently advise patients that quitting smoking and avoiding exposure to others’ tobacco smoke are important measures in TB control. The article aims to raise awareness among clinicians and public health workers about the importance of considering smoking as a factor in TB care and research.","Tobacco and tuberculosis: a qualitative systematic review and meta-analysis . To assess the strength of evidence in published articles for an association between smoking and passive exposure to tobacco smoke . Clinicians and public health workers working to fight TB may not see a role for themselves in tobacco control because the association between tobacco and TB has not been widely accepted . METHODS: Reference lists, PubMed, the database of the International Union Against Tuberculoses and Lung Disease and Google Scholar were",0.43478260869565216,0.23684210526315788,0.3130434782608696,0.12266810951675385
104,"This study proposes a mathematical model to improve the efficiency of patient scheduling for Intensive-Modulated Radiation Therapy (IMRT) in Taiwan. The research consists of two stages, with the first proposing an online stochastic algorithm to improve the performance of the present scheduling system, and the second considering the impact of future treatment to reduce patients' waiting time. The study validates the proposed model with real data and contributes to theory and practice by proposing a practical model to assist medical institutes in implementing patient scheduling more efficiently. The results show that the adaptive genetic algorithm performs better than traditional genetic algorithms and the waiting time of patients can be reduced by considering future scenarios under the base demand. However, the study has some limitations, such as assumptions regarding the biological growth of tumors and the absence of a cancellation mechanism, which could be addressed in future studies.","The Intensive-Modulated Radiation Therapy (IMRT) is one of the most important radiotherapies of cancers . For patients, if they can receive the treatment at the earliest possibility while diagnosed with cancers, their survival rate increases . The discussion of effective patient scheduling models of IMRT to reduce patients’ waiting time is still limited in literature . This research contributes to both theory and practice by proposing a practical model to assist the medical institute in implementing patient scheduling .",0.44642857142857145,0.2252252252252252,0.3214285714285714,0.10548120229892383
105,"This paper proposes a new method, called the Weight-based Multiple Empirical Kernel Learning with Neighbor Discriminant Constraint (WMEKL-NDC) method, for predicting mortality in patients with heart failure. The proposed method includes feature selection, assigning different weights to different kernel spaces, and integrating neighbor discriminant constraint into the classifier. The method is evaluated on a real clinical dataset and compared to state-of-the-art multiple kernel learning methods and basic methods. The results show that the proposed method achieves superior performance and identifies the top 10 clinical features that have a significant impact on heart failure mortality. These features are also described in terms of their medical meaning to provide crucial decision information for clinicians in heart failure treatment.","Weight-based multiple empirical kernel learning with neighbor discriminant constraint for heart failure mortality predictionHeart Failure Mortality Prediction Electronic Health Records Feature Selection Multiple Kernel Learning Heart Failure (HF) is one of the most common causes of hospitalization and is burdened by short-term (in-hospital) and long-term (6–12 month) mortality . However, due to the lack of a simple and effective prediction model, mortality prediction of HF is difficult, resulting in a low rate of control .",0.39195979899497485,0.16243654822335024,0.2613065326633166,0.0974775885326747
106,"The article discusses the use of Convolutional Neural Networks (CNN) for person recognition, specifically in addressing the issue of appearance-based identification. The authors propose a method that combines both image-based techniques and lengthy image sequences to improve the accuracy of person recognition. They fine-tune the CNN features using a unique loss function that combines pedestrian attribute data, resulting in better discriminative power. The proposed approach outperforms current state-of-the-art techniques, as demonstrated by promising outcomes on four hard person identification datasets. Overall, the authors aim to increase the amount of training samples and improve CNN features by combining pedestrian characteristics datasets with person recognition datasets.","On huge annotated datasets like Image Net, recent studies have demonstrated the effectiveness of features produced from pre-trained Convolution Neural Network (CNN) top layers . In order to address the issue of appearance-based identification, we put forth a feature extraction and matching method . We propose new labels that were produced by integrating a number of attribute labels included to the classification loss for the different pedestrian attribute labels . Features of CNN fared better than well written, hand-crafted descriptions .",0.4210526315789474,0.10638297872340427,0.2526315789473684,0.05951731734223028
107,The article highlights the importance of gait recognition and proposes using machine learning algorithms for human personality recognition based on outline and bounding box. The authors analyze optimal solution methods and find that spatial features play an important role in recognition. They suggest improving accuracy by introducing additional parameters and using other algorithms or neural networks to determine the position of human limbs.,"Gait Based Person RecognitionGait recognition; silhouette; shadow biometrics; computer vision; segmentationThe gait is a special feature that needs to be identified as it affects many parts of the body . Unlike fingerprint or retinal identifiers, gait recognition during epidemic periods is more relevant than face recognition . The study considers splitting the stream into frames and various options for background segmentation such as GrabCut and Mask R-CNN.",0.26356589147286824,0.015748031496062992,0.10852713178294573,0.011990726679243098
108,"This study proposes a novel recurrent network architecture to model the relational information between people in a photo for person recognition. The approach incorporates both contextual cues and visual appearance of person instances, and is trained end-to-end with annotated instances as inputs and corresponding labels as targets. The formulation achieves state-of-the-art performance on the PIPA dataset. ","In this work, we propose to model the relational information between people as a sequence prediction task . At the core of our work is a novel recurrent network architecture . In addition to relational cues, scene context is incorporated in our sequence prediction model with no additional cost . We demonstrate that this simple but elegant formulation achieves state-of-the-art performance on the newly released People In Photo Albums dataset .",0.5343511450381679,0.2945736434108527,0.38167938931297707,0.21945410950215524
109,"The paper discusses the implementation of a story generation system called Story Scrambler using recurrent neural networks. The system aims to generate new stories based on inputted stories with different storylines and characters or similar storylines and characters. The generated stories are evaluated based on grammar correctness, linkage of events, interest level, and uniqueness. By increasing the values of different parameters, the system tries to minimize train loss, and human evaluation shows an accuracy of 63%. The system's accuracy can be improved by considering contextual meaning and using synonyms. The system can be extended for generating messages, news articles, jokes, or posts.","In this paper, we have implemented a recurrent neural network methodology based text generation system called Story Scrambler . Our system aims to generate a new story based on a series of inputted stories . We have considered the stories with different storyline and characters . The results generated by the system are analyzed based upon parameters like grammar correctness, linkage of events, interest level and uniqueness .",0.562874251497006,0.3393939393939394,0.43113772455089816,0.1585245475488916
110,"The paper presents a neural network model for generating social media text using Weibo data. The model utilizes word embedding and RNN with LSTM cells, and introduces an attention mechanism to improve performance compared to traditional models. The study suggests that further improvements can be made by increasing and cleaning the dataset, and adjusting model structure and parameters. Overall, the system outperforms existing NLG systems in the social media field.","This paper presents a neural network model building a social media NLG system . Compared with state-of-art model, our system outperforms the existing NLG systems in the social media field . This paper discusses a kind of Weibo text generating method based on neural networks model . We collect a large number of micro blog as raw data, and use the word embedding in order to map the word to a low dimensional vector space .",0.4861111111111111,0.2112676056338028,0.2777777777777778,0.2105818714408263
111,"The distribution of fake news on social media is a growing problem, and detecting it has become important. The paper presents an ensemble approach called CMTR-BERT that combines multiple text representations to address the sequential limits of transformer-based language models and enable the incorporation of contextual information. CMTR-BERT achieves state-of-the-art results for two benchmark datasets and shows the importance of context information for fake news detection. The authors plan to further explore the use of human summarizations and other datasets to gain a deeper understanding of effective fake news detection.","We present an approach to the problem that combines the power of transformer-based language models while simultaneously addressing one of their inherent problems . Our framework, CMTR-BERT, combines multiple text representations, with the goal of circumventing sequential limits and related loss of information the underlying transformer architecture typically suffers from . Additionally, it enables the incorporation of contextual information . Extensive experiments on two very different, publicly available datasets demonstrates that our approach is able to set new state-of-",0.49142857142857144,0.19653179190751446,0.27428571428571424,0.1277114614960333
112,"This paper discusses the development of a lecture summarization service using BERT and K-means clustering. The service utilizes deep learning models to produce high-quality summaries of lectures, and also includes lecture and summary management features. While the BERT model shows promise for extractive summarization, there is still room for improvement in certain areas. Overall, the lecture summarization service represents an improvement over dated natural language processing models and provides a useful tool for university students.","python-based RESTful service uses the BERT model for text embeddings and K-Means clustering to identify sentences closest to the centroid for summary selection . The lecture summarization service utilizes the most current deep learning NLP model called BERT to produce summaries for users, based on their specified configuration . However, most of the approaches leave room for improvement as they utilize dated natural language processing models .",0.4895104895104895,0.25531914893617025,0.36363636363636365,0.13603406888135514
113,"Generating a summary from multiple documents is challenging due to the lack of parallel data. This paper presents a novel adaptation method that combines an extractive summarization algorithm with an abstractive encoder-decoder model to generate summaries from multiple documents. The method uses the maximal marginal relevance method to select representative sentences and requires no training data. The system performs well compared to state-of-the-art approaches, as judged by both automatic metrics and human assessors. The PG-MMR system outperforms strong extractive and abstractive baselines.","Adapting the Neural Encoder-Decoder Framework from Single to Multi-Document Summarization multi-document summarization is a challenging task . The neural encoder-decoder framework has recently been exploited to summarize single documents, but its success can in part be attributed to the availability of large parallel data automatically acquired from the Web . In contrast, parallel data are scarce and costly to obtain .",0.3355704697986577,0.04081632653061224,0.20134228187919465,0.010177073349729792
114,"The paper proposes an attentional encoder-decoder model for abstractive text summarization, which achieves state-of-the-art performance on two different corpora. Several novel models are proposed to address critical problems in summarization, leading to further improvements in performance. Additionally, a new dataset for multi-sentence summarization is introduced, and performance benchmarks are established. Future work will focus on building more robust models for multi-sentence summaries.","Abstractive Text Summarization using Sequence-to-sequence RNNs . We propose several novel models that address critical problems in summarization that are not adequately modeled by the basic architecture . Each of our proposed novel models addresses a specific problem in abstractive summarizing, yielding further improvement in performance . As part of our future work, we plan to focus our efforts on this data .",0.46511627906976744,0.1889763779527559,0.31007751937984496,0.11569381342591695
115,"The use of sequence generative models with RNN variants has shown promise in abstractive document summarization, but they still have limitations when dealing with long sequences. Current models employ a unidirectional decoder which only reasons about the past, resulting in unbalanced outputs. To address these issues, an end-to-end trainable bidirectional RNN model is proposed with a bidirectional encoder-decoder architecture and bidirectional beam search mechanism. Experimental results on the CNN/Daily Mail dataset demonstrate the superiority of the proposed model over current state-of-the-art models. However, there is a need for further research to tackle the OOV problem and propose evaluation metrics beyond ROUGE.","Sequence generative models with RNN variants, such as LSTM, GRU, show promising performance on abstractive document summarization . However, they still have some issues that limit their performance, especially while dealing with long sequences . To this end, we propose an end-to-end trainable bidirectional RNN model to tackle the aforementioned issues . The model has a bidirectional encoder-decoder architecture; in which the encoder and the decoder are bidirectional LS",0.5536723163841808,0.2857142857142857,0.38418079096045205,0.18214268873056239
116,"This paper compares the impact of global and local attention mechanisms on the LSTM model for abstractive text summarization using a dataset of Amazon Fine Food Reviews and evaluating it using the GloVe dataset. The results show that the global attention-based model produces better ROUGE-1, while the local attention-based model gives higher ROUGE-2. However, the dataset contains a lot of symbols and unknown phrases, affecting the ROUGE score. Resetting all parameters may give higher scores for both models, and some methods can be developed to improve the performance, such as changing the dataset or handling OOV in data preprocessing.","The Impact of Local Attention in LSTM for Abstractive Text Summarization . This paper focuses on comparing the impact of the local attention in Long Short-Term Memory (LSTM) model to generate an abstractive text summarization (ATS) The global attention-based model produces better ROUGE-1, where it generates more words contained in the actual summary . The local attention-basing gives higher ROUGe-2, where the mechanism of local attention considers the subset of input words instead of the whole input words",0.4891304347826087,0.25274725274725274,0.3695652173913044,0.13214590298786147
117,"This paper proposes an arbitrary view transformation model (AVTM) for gait recognition in person authentication, which addresses the challenge of robustness to view changes. The AVTM is capable of accurately matching gait traits from an arbitrary view by constructing 3D gait volume sequences and generating 2D gait silhouette sequences of training subjects. The AVTM is further extended with a part-dependent view selection scheme (AVTM_PdVS) to improve recognition accuracy. Experimental results demonstrate that the AVTM improves cross-view matching accuracy, and the AVTM_PdVS achieves higher accuracy than comparative methods in most settings. The proposed arbitrary-view framework also improves the accuracy of other approaches such as RankSVM.","Gait recognition is a useful biometric trait for person authentication . View transformation models (VTMs) have been proposed to solve this problem . The target views may not coincide with discrete training views . We propose an arbitrary VTM (AVTM) that accurately matches a pair of gait traits from a real situation . In addition, we train the AVTM with gait features extracted from the 2D sequences .",0.4186046511627907,0.1176470588235294,0.19767441860465115,0.02367731591082576
118,"The article proposes a model for text summarization called T-BERTSum, which combines BERT's encoding capabilities with topic embedding to improve contextual representation and generate high-quality summaries. The model uses a neural topic model to infer topics and guide generation. The transformer network and LSTM layers capture long-term dependencies and timing information. The two-stage extractive-abstractive model reduces redundancy and achieves state-of-the-art results on CNN/Daily Mail and XSum datasets. The proposed model generates consistent and high-quality summaries.","T-BERTSum: Topic-Aware Text Summarization Based on BERT Bidirectional Encoder Representations from Transformers (BERTs) This is an improvement over previous models, in which the proposed approach can simultaneously infer topics and generate summarization from social texts . In this article, we propose a topic-aware extractive-abstractive model named T-BRETSum, based on neural topic model (NTM), to guide the generation with the topic .",0.45333333333333325,0.14864864864864863,0.21333333333333332,0.03210305042888374
119,"The paper proposes a hybrid approach for stock price movement prediction using machine learning, deep learning, and natural language processing. The study uses historical data of NIFTY 50 index values of the National Stock Exchange of India from 2015-2017 to build various predictive models using machine learning and deep learning techniques. The models are fine-tuned and tested to predict the closing value of NIFTY 50 for the period January 2018 till June 2019 with a prediction horizon of one week. The paper further augments the predictive model by integrating sentiment analysis of social media to correlate public sentiment with the market sentiment. The study concludes that public sentiments in social media serve as a significant input in predictive model building for stock price movement. The sentiment analysis-enhanced model is found to be the best among all models in accurately forecasting the stock price movement of NIFTY 50.","We select the NIFTY 50 index values of the National Stock Exchange (NSE) of India, and collect its daily price movement over a period of three years (2015 – 2017) Based on the data of 2015 – 2017, we build various predictive models using machine learning . For predicting the actual closing price of the stocks, various regression models have been used . We further augment the predictive model by integrating a sentiment analysis module on twitter data to correlate the public sentiment of stock prices with the market sentiment .",0.5254237288135594,0.2820512820512821,0.37288135593220345,0.1490697192281105
120,"The paper proposes an unsupervised method for query-focused multi-document summarization using transfer learning from pre-trained sentence embedding models. The method combines semantic similarity and BM25 to select top-k sentences based on relevance to the query and uses maximal marginal relevance to re-rank them for query-relevant summary. Experimental analysis on DUC'2005-2007 datasets shows that the proposed method outperforms several state-of-the-art systems and achieves comparable results to the best performing systems, including supervised deep learning-based methods. The paper concludes by suggesting exploring the potential of newer models such as T5 and GPT-3 for text summarization and investigating transfer learning for summary generation.","Unsupervised query-focused multi-document summarization (QF-MDS) is the process of automatically generating an informative summary from a collection of documents that answers a pre-given query . In this paper, we propose to leverage transfer learning from pre-trained sentence embedding models to represent documents’ sentences and users’ queries . The proposed method is unsupervised, simple, efcient, and requires no labeled text summarizing training data .",0.39325842696629215,0.1590909090909091,0.2696629213483146,0.08812061087287253
121,"The study developed an automatic abstractive text summarization algorithm in Japanese using a neural network with a BERT encoder and Transformer-based decoder. However, issues were encountered, such as repeated contents in the summary sentence and the model's inability to handle unknown words. The study suggests improvements such as utilizing coverage and copy mechanisms to solve these problems. Future experiments will explore these recommendations and compare results.","We used a sequence-to-sequence encoder-decoder model for experimentation purposes . The encoder obtained a feature-based input vector of sentences using BERT . A transformer-based decoder returned the summary sentence from the output as generated by the encoder . We conducted an experiment to demonstrate Japanese abstractive text summarization using a neural network model . In the future, we will explore these recommendations with new experiments .",0.4925373134328358,0.196969696969697,0.26865671641791045,0.12086114781299016
122,"This paper discusses the use of automatic text summarization and topic modeling in natural language processing. The authors propose an algorithm that combines TFIDF keyword extraction, LSA topic modeling using truncated SVD, and BERT encoder model to extract useful sentences from a text document. The proposed algorithm is shown to achieve higher accuracy in summarization than using LDA topic modeling alone. The authors suggest that the proposed algorithm could be used in abstractive text summarization for even greater accuracy. Overall, the paper highlights the potential for combining different techniques in natural language processing to improve text summarization.","The Branch of NLP that deals with it, is automatic text summaryr . The proposed research work will be summarizing the long textual document using LSA topic modelling along with TFIDF keyword extractor for each sentence in a text document . On the other hand topic modelling is a NLP task that extracts all the relevant topics from the text . This paper has demonstrated an experiment in contrast with the extractive text summarization task of converting the text into short fluent summaries .",0.46327683615819204,0.1142857142857143,0.2598870056497175,0.05536202783933869
123,"The study describes an approach to extractive summarization using BERT model and clustering algorithms to generate summaries of suitable size depending on the text. The main goal is to provide students with a reliable summary of long lecture videos for revision. However, the existing model has the disadvantage of not representing the entire context of the document in a smaller number of sentences. The proposed model overcomes this by dynamically producing summaries of suitable sizes depending on the size of the story. The study mainly focuses on CNN/Dailymail dataset, but the proposed model can be made to run on other standard datasets like DUC and NYT news. Future work includes deploying the model on lectures from various MOOC platforms and developing a website to take the document as input and provide the user with the required summary.","We used the existing BERT model which stands for Bidirectional Encoder Representations from Transformers to produce extractive summarization . This process is aided by scoring functions and clustering algorithms to help choose the most suitable sentences . In the future, the proposed model can be made to run on other standard datasets like document understanding conferences (DUC) and The New York times (NYT) news . Our main goal was to help students who have to go through pages of lectures by providing them with a reliable summary that",0.49327354260089695,0.2171945701357466,0.28699551569506726,0.14000067918191614
124,"The paper proposes a contrastive learning model called SeqCo for supervised abstractive text summarization. The model maximizes similarities between a document, its gold summary, and model-generated summaries during training, leading to improved performance on three summarization datasets. The authors plan to extend SeqCo to multilingual or cross-lingual text generation tasks and develop methods for regularizing different contrastive objectives. The paper also discusses experiments that found using multiple contrastive objectives did not improve results.","We propose a contrastive learning model for supervised abstractive text summarization . We view a document, its gold summary and its model generated summaries as different views of the same mean representation and maximize the similarities between them during training . Our model achieves better faithfulness ratings compared to its counterpart without contrastive objectives . In future, we plan to extend SeqCo in the multi-lingual or crosslingual text generation tasks .",0.5874125874125875,0.326241134751773,0.4195804195804196,0.229287129392762
125,"The exponential growth of web textual data has led to difficulty in analyzing and extracting useful information. Automatic text summarization is used to address this issue. This paper proposes a mechanism using the BART model for text summarization, which consists of an encoder and decoder. BERT, T5, and Roberta are compared with BART. The proposed system can quickly and accurately summarize text even for massive amounts of data. Deep learning-based abstractive summarization models have been created to better balance and enhance the summarization process. Future research can analyze various learning models to improve effectiveness.","Text Summarization is defined as creating a short, accurate, and fluent summary of a longer document . This paper will provide a mechanism where it does the text summarization quickly and effectively even for large data . It is very difficult for human beings to analyze and extract useful information from huge data especially when the text is large in size and longer documents which increases the time taken to summarize it . The main function of ATS is to automatically create a brief and understandable summary by extracting the main ideas from the source",0.4385026737967914,0.11891891891891891,0.21390374331550804,0.030870999276941403
126,"The paper proposes a framework called Timeline-Sumy for summarizing social media data about an entity in chronological order. The framework consists of two phases: episode detecting and summary ranking. In the episode detecting phase, the framework uses life cycle models to detect timeline episodes, which exhibit sudden-rise-and-heavy-tail patterns on time series. The proposed Bayesian nonparametric model captures regular content, hashtag content, and temporal information simultaneously, and Gibbs sampling is employed to infer the model parameters. A fast burn-in strategy based on temporal bursts is further introduced to speed up the model inference. In the summary ranking phase, the framework uses a learning-to-rank approach to rank social media posts in each episode. The approach is flexible to integrate various types of signals from social media data for timeline summarization.","Timeline has been proven to provide an effective and efficient access to understand an entity . However, summarizing the timeline about an entity with social media data faces new challenges . First, key timeline episodes about the entity are typically unavailable in existing social media services . Second, the short, noisy and informal nature of social media posts determine that only content-based summarization could be insufficient . In summary ranking, we explicitly model temporal information with life cycle models to detect timeline episodes .",0.37037037037037035,0.14018691588785046,0.17592592592592593,0.07924863368660977
127,"This paper provides an overview of extractive text summarization, which is the process of obtaining salient information from a text document and presenting it in a concise summary. Extractive summarization focuses on choosing important sentences and paragraphs from the original document based on linguistic and statistical features. The paper reviews various techniques, benchmarking datasets, and challenges associated with extractive summarization. The aim is to provide a less redundant, highly adhesive, and coherent summary with depth information. Although research on summarization has come a long way, there is still much to be done in terms of addressing the challenges of extractive text summarization.","Text Summarization techniques are classified into abstractive and extractive summarization . This technique focuses on choosing how paragraphs, important sentences, etc produces the original documents in precise form . The implication of sentences is determined based on linguistic and statistical features . In this paper, the various techniques, populous benchmarking datasets and challenges of extractive summaryization have been ascertained . Over the time, focused has drifted from summarizing scientific articles to advertisements, blogs, electronic mail messages and news articles ",0.4745762711864407,0.21714285714285714,0.33898305084745767,0.12056076457559396
128,"This paper proposes a new model called Feature-Guiding Generative Adversarial Networks (FGGAN) to improve text generation. FGGAN uses a feature guidance module to extract text features from the discriminator network and convert them into feature guidance vectors to better guide the generator network. Additionally, the paper formulates text semantic rules to restrict the tokens during the sequence generation process, leading to more realistic text. Experimental results demonstrate the effectiveness and superiority of FGGAN over other models in terms of fitting data distribution and generating more realistic text data.","Generative Adversarial Networks (GAN) has been widely used in text generation . In combination with reinforcement learning, GAN uses the output of discriminator as reward signal of reinforcement learning to guide generator training, but the reward signal is a scalar and the guidance is weak . To solve the problem of insufficient feedback guidance from the discriminator network, FGGAN uses a feature guidance module to extract text features, convert them into feature guidance vectors and feed them into the generator network .",0.4999999999999999,0.2891566265060241,0.2857142857142857,0.24632495258154827
129,"This paper proposes the VGAN model, which combines generative adversarial nets (GAN) with variational autoencoder (VAE) to generate realistic text. The generative model uses a recurrent neural network and VAE, while the discriminative model uses a convolutional neural network. The model is trained using policy gradient and evaluated using negative log-likelihood and BLEU score. The results show that VGAN outperforms previous models on three benchmark datasets. The authors suggest future work using deep deterministic policy gradient and different discriminative models.","Text Generation Based on Generative Adversarial Nets . Instead of using standard GAN, we combine variational autoencoder (VAE) with generative adversarial net . The discriminative model is a convolutional neural network . We train the model via policy gradient . In the future, we plan to use deep deterministic policy gradient [11] to train the generator better .",0.5373134328358209,0.2575757575757576,0.3880597014925373,0.14933701547795597
130,"The paper proposes Affect-LM, an LSTM language model for generating conversational text conditioned on affect categories. The model allows for customization of emotional content through a design parameter and produces naturally looking emotional sentences without sacrificing grammatical correctness. Additionally, Affect-LM learns affect-discriminative word representations and improves language model prediction. The paper suggests future work exploring language generation conditioned on other modalities and applications such as dialogue generation for virtual agents.","Affect-LM enables us to customize the degree of emotional content in generated sentences through an additional design parameter . In this paper, we propose an extension to an LSTM (Long Short-Term Memory) language model for generating conversational text, conditioned on affect categories . Perception studies conducted using Amazon Mechanical Turk show that AFfectLM generates naturally looking emotional sentences without sacrificing grammatical correctness .",0.5185185185185185,0.3157894736842105,0.3407407407407407,0.24733151461535574
131,"The paper proposes a new architecture for Variational Autoencoder (VAE) for text generation, which blends feed-forward convolutional and deconvolutional components with a recurrent language model. The new architecture exhibits several advantages, such as faster run time and convergence, better handling of long sequences, and avoidance of some of the major difficulties posed by training VAE models on textual data. The authors have also shown that the feed-forward part of the model architecture makes it easier to train a VAE, and they have introduced a new cost term to encourage the model to rely on the latent vector. The paper evaluates the trade-off between the KL-term and the reconstruction loss and plans to apply the VAE model to semi-supervised NLP tasks in the future.","In this paper we explore the effect of architectural choices on learning a Variational Autoencoder (VAE) for text generation . In contrast to the previously introduced VAE model for text where both the encoder and decoder are RNNs, we propose a novel hybrid architecture that blends fully feed-forward convolutional and deconvolutional components with a recurrent language model . Our architecture exhibits several attractive properties such as faster run time and convergence .",0.47474747474747475,0.25510204081632654,0.303030303030303,0.1617226372095935
